"大字町丁目コード","地域名"
"261070154000","京都府京都市南区吉祥院這登東町"
"261070155000","京都府京都市南区吉祥院八反田町"
"261070156000","京都府京都市南区吉祥院東浦町"
"261070157000","京都府京都市南区吉祥院東砂ノ町"
"261070158000","京都府京都市南区吉祥院東前田町"
"261070159000","京都府京都市南区吉祥院船戸町"
"261070160000","京都府京都市南区吉祥院前河原町"
"261070161000","京都府京都市南区吉祥院前田町"
"261070162000","京都府京都市南区吉祥院蒔絵町"
"261070163000","京都府京都市南区吉祥院蒔絵南町"
"261070164000","京都府京都市南区吉祥院政所町"
"261070165000","京都府京都市南区吉祥院南落合町"
"261070167000","京都府京都市南区吉祥院宮ノ東町"
"261070168000","京都府京都市南区吉祥院向田西町"
"261070169000","京都府京都市南区吉祥院向田東町"
"261070171000","京都府京都市南区九条町"
"261070172000","京都府京都市南区久世大築町"
"261070175000","京都府京都市南区久世川原町"
"261070182000","京都府京都市南区境内町"
"261070183000","京都府京都市南区塩屋町"
"261070184000","京都府京都市南区大黒町"
"261070185000","京都府京都市南区東寺町"
"261070186000","京都府京都市南区東寺東門前町"
"261070187000","京都府京都市南区西九条池ノ内町"
"261070188000","京都府京都市南区西九条猪熊町"
"261070189000","京都府京都市南区西九条院町"
"261070190000","京都府京都市南区西九条大国町"
"261070191000","京都府京都市南区西九条開ケ町"
"261070192000","京都府京都市南区西九条戒光寺町"
"261070193000","京都府京都市南区西九条春日町"
"261070194000","京都府京都市南区西九条唐戸町"
"261070195000","京都府京都市南区西九条唐橋町"
"261070196000","京都府京都市南区西九条川原城町"
"261070197000","京都府京都市南区西九条北ノ内町"
"261070198000","京都府京都市南区西九条御幸田町"
"261070199000","京都府京都市南区西九条小寺町"
"261070200000","京都府京都市南区西九条蔵王町"
"261070201000","京都府京都市南区西九条島町"
"261070202000","京都府京都市南区西九条菅田町"
"261070203000","京都府京都市南区西九条高畠町"
"261070204000","京都府京都市南区西九条寺ノ前町"
"261070205000","京都府京都市南区西九条豊田町"
"261070206000","京都府京都市南区西九条鳥居口町"
"261070207000","京都府京都市南区西九条南田町"
"261070208000","京都府京都市南区西九条西蔵王町"
"261070209000","京都府京都市南区西九条西柳ノ内町"
"261070210000","京都府京都市南区西九条針小路町"
"261070211000","京都府京都市南区西九条比永城町"
"261070212000","京都府京都市南区西九条東御幸田町"
"261070213000","京都府京都市南区西九条東島町"
"261070214000","京都府京都市南区西九条東比永城町"
"261070215000","京都府京都市南区西九条東柳ノ内町"
"261070216000","京都府京都市南区西九条藤ノ木町"
"261070217000","京都府京都市南区西九条仏現寺町"
"261070218000","京都府京都市南区西九条南小路町"
"261070219000","京都府京都市南区西九条森本町"
"261070220000","京都府京都市南区西九条柳ノ内町"
"261070221000","京都府京都市南区西九条横町"
"261070222000","京都府京都市南区八条内田町"
"261070223000","京都府京都市南区八条町"
"261070224000","京都府京都市南区八条寺内町"
"261070225000","京都府京都市南区八条坊門町"
"261070226000","京都府京都市南区八条源町"
"261070227000","京都府京都市南区東九条明田町"
"261070229000","京都府京都市南区東九条宇賀辺町"
"261070230000","京都府京都市南区東九条上御霊町"
"261070231000","京都府京都市南区東九条上殿田町"
"261070232000","京都府京都市南区東九条烏丸町"
"261070233000","京都府京都市南区東九条河西町"
"261070234000","京都府京都市南区東九条河辺町"
"261070235000","京都府京都市南区東九条北烏丸町"
"261070236000","京都府京都市南区東九条北河原町"
"261070237000","京都府京都市南区東九条北松ノ木町"
"261070238000","京都府京都市南区東九条下殿田町"
"261070239000","京都府京都市南区東九条中御霊町"
"261070240000","京都府京都市南区東九条中殿田町"
"261070241000","京都府京都市南区東九条中札辻町"
"261070242000","京都府京都市南区東九条西明田町"
"261070243000","京都府京都市南区東九条西岩本町"
"261070244000","京都府京都市南区東九条西河辺町"
"261070245000","京都府京都市南区東九条西御霊町"
"261070246000","京都府京都市南区東九条西山王町"
"261070247000","京都府京都市南区東九条西札辻町"
"261070248000","京都府京都市南区東九条西山町"
"261070249000","京都府京都市南区東九条東岩本町"
"261070250000","京都府京都市南区東九条東御霊町"
"261070251000","京都府京都市南区東九条東山王町"
"261070252000","京都府京都市南区東九条東札辻町"
"261070253000","京都府京都市南区東九条東松ノ木町"
"261070254000","京都府京都市南区東九条松田町"
"261070255000","京都府京都市南区東九条南石田町"
"261070256000","京都府京都市南区東九条南岩本町"
"261070257000","京都府京都市南区東九条南烏丸町"
"261070258000","京都府京都市南区東九条南河辺町"
"261070259000","京都府京都市南区東九条南河原町"
"261070260000","京都府京都市南区東九条南山王町"
"261070261000","京都府京都市南区東九条南松田町"
"261070262000","京都府京都市南区東九条南松ノ木町"
"261070263000","京都府京都市南区東九条室町"
"261070264000","京都府京都市南区東九条柳下町"
"261070265000","京都府京都市南区古御旅町"
"261070266000","京都府京都市南区四ツ塚町"
"261080001000","京都府京都市右京区太秦青木ケ原町"
"261080002000","京都府京都市右京区太秦青木元町"
"261080003000","京都府京都市右京区太秦荒木町"
"261080004000","京都府京都市右京区太秦石垣町"
"261080005000","京都府京都市右京区太秦和泉式部町"
"261080006000","京都府京都市右京区太秦一ノ井町"
"261080007000","京都府京都市右京区太秦一町芝町"
"261080008000","京都府京都市右京区太秦井戸ケ尻町"
"261080010000","京都府京都市右京区太秦馬塚町"
"261080011000","京都府京都市右京区太秦奥殿町"
"261080013000","京都府京都市右京区太秦海正寺町"
"261080015000","京都府京都市右京区太秦垣内町"
"261080017000","京都府京都市右京区太秦桂ケ原町"
"261080019000","京都府京都市右京区太秦上刑部町"
"261080020000","京都府京都市右京区太秦上ノ段町"
"261080021000","京都府京都市右京区太秦唐渡町"
"261080022000","京都府京都市右京区太秦川所町"
"261080023000","京都府京都市右京区太秦北路町"
"261080024000","京都府京都市右京区太秦木ノ下町"
"261080025000","京都府京都市右京区太秦京ノ道町"
"261080026000","京都府京都市右京区太秦組石町"
"261080028000","京都府京都市右京区太秦小手角町"
"261080030000","京都府京都市右京区太秦三尾町"
"261080031000","京都府京都市右京区太秦下角田町"
"261080032000","京都府京都市右京区太秦下刑部町"
"261080033000","京都府京都市右京区太秦朱雀町"
"261080034000","京都府京都市右京区太秦椙ケ本町"
"261080035000","京都府京都市右京区太秦滝ケ花町"
"261080036000","京都府京都市右京区太秦巽町"
"261080037000","京都府京都市右京区太秦棚森町"
"261080038000","京都府京都市右京区太秦多藪町"
"261080040000","京都府京都市右京区太秦辻ケ本町"
"261080041000","京都府京都市右京区太秦土本町"
"261080043000","京都府京都市右京区太秦中堤町"
"261080044000","京都府京都市右京区太秦中山町"
"261080046000","京都府京都市右京区太秦西蜂岡町"
"261080047000","京都府京都市右京区太秦野元町"
"261080048000","京都府京都市右京区太秦袴田町"
"261080049000","京都府京都市右京区太秦蜂岡町"
"261080050000","京都府京都市右京区太秦八反田町"
"261080051000","京都府京都市右京区太秦東唐渡町"
"261080052000","京都府京都市右京区太秦東蜂岡町"
"261080053000","京都府京都市右京区太秦樋ノ内町"
"261080054000","京都府京都市右京区太秦藤ケ森町"
"261080057000","京都府京都市右京区太秦前ノ田町"
"261080058000","京都府京都市右京区太秦松本町"
"261080059000","京都府京都市右京区太秦皆正寺町"
"261080061000","京都府京都市右京区太秦森ケ西町"
"261080062000","京都府京都市右京区太秦森ケ東町"
"261080063000","京都府京都市右京区太秦森ケ前町"
"261080064000","京都府京都市右京区太秦門田町"
"261080065000","京都府京都市右京区太秦安井池田町"
"261080066000","京都府京都市右京区太秦安井一町田町"
"261080067000","京都府京都市右京区太秦安井馬塚町"
"261080068000","京都府京都市右京区太秦安井奥畑町"
"261080069000","京都府京都市右京区太秦安井春日町"
"261080070000","京都府京都市右京区太秦安井北御所町"
"261080071000","京都府京都市右京区太秦安井車道町"
"261080072000","京都府京都市右京区太秦安井小山町"
"261080073000","京都府京都市右京区太秦安井辰巳町"
"261080074000","京都府京都市右京区太秦安井辻ノ内町"
"261080075000","京都府京都市右京区太秦安井西裏町"
"261080076000","京都府京都市右京区太秦安井西沢町"
"261080077000","京都府京都市右京区太秦安井二条裏町"
"261080078000","京都府京都市右京区太秦安井東裏町"
"261080079000","京都府京都市右京区太秦安井藤ノ木町"
"261080080000","京都府京都市右京区太秦安井松本町"
"261080081000","京都府京都市右京区太秦安井水戸田町"
"261080082000","京都府京都市右京区太秦安井柳通町"
"261080084000","京都府京都市右京区宇多野御池町"
"261080085000","京都府京都市右京区宇多野御屋敷町"
"261080086000","京都府京都市右京区宇多野上ノ谷町"
"261080087000","京都府京都市右京区宇多野北ノ院町"
"261080088000","京都府京都市右京区宇多野柴橋町"
"261080089000","京都府京都市右京区宇多野芝町"
"261080090000","京都府京都市右京区宇多野長尾町"
"261080091000","京都府京都市右京区宇多野馬場町"
"261080092000","京都府京都市右京区宇多野福王子町"
"261080093000","京都府京都市右京区宇多野法安寺町"
"261080125000","京都府京都市右京区梅ケ畑畑ノ下町"
"261080145000","京都府京都市右京区梅津石灘町"
"261080147000","京都府京都市右京区梅津大縄場町"
"261080148000","京都府京都市右京区梅津構口町"
"261080149000","京都府京都市右京区梅津神田町"
"261080151000","京都府京都市右京区梅津北川町"
"261080152000","京都府京都市右京区梅津北広町"
"261080153000","京都府京都市右京区梅津北町"
"261080155000","京都府京都市右京区梅津坂本町"
"261080156000","京都府京都市右京区梅津尻溝町"
"261080157000","京都府京都市右京区梅津高畝町"
"261080158000","京都府京都市右京区梅津段町"
"261080159000","京都府京都市右京区梅津堤上町"
"261080160000","京都府京都市右京区梅津堤下町"
"261080161000","京都府京都市右京区梅津徳丸町"
"261080162000","京都府京都市右京区梅津中倉町"
"261080166000","京都府京都市右京区梅津東構口町"
"261080170000","京都府京都市右京区梅津前田町"
"261080171000","京都府京都市右京区梅津南上田町"
"261080172000","京都府京都市右京区梅津南広町"
"261080173000","京都府京都市右京区梅津南町"
"261080174000","京都府京都市右京区御室大内"
"261080175000","京都府京都市右京区御室岡ノ裾町"
"261080176000","京都府京都市右京区御室小松野町"
"261080177000","京都府京都市右京区御室芝橋町"
"261080178000","京都府京都市右京区御室住吉山町"
"261080179000","京都府京都市右京区御室竪町"
"261080180000","京都府京都市右京区御室双岡町"
"261080181000","京都府京都市右京区音戸山山ノ茶屋町"
"261080182000","京都府京都市右京区北嵯峨赤阪町"
"261080186000","京都府京都市右京区北嵯峨山王町"
"261080188000","京都府京都市右京区北嵯峨名古曽町"
"261080189000","京都府京都市右京区北嵯峨八丈町"
"261080190000","京都府京都市右京区北嵯峨洞ノ内町"
"261080191000","京都府京都市右京区北嵯峨六代芝町"
"261080233000","京都府京都市右京区西院乾町"
"261080234000","京都府京都市右京区西院追分町"
"261080235000","京都府京都市右京区西院太田町"
"261080236000","京都府京都市右京区西院笠目町"
"261080237000","京都府京都市右京区西院春日町"
"261080238000","京都府京都市右京区西院金槌町"
"261080239000","京都府京都市右京区西院上今田町"
"261080240000","京都府京都市右京区西院上花田町"
"261080241000","京都府京都市右京区西院北井御料町"
"261080242000","京都府京都市右京区西院北矢掛町"
"261080243000","京都府京都市右京区西院久田町"
"261080244000","京都府京都市右京区西院久保田町"
"261080245000","京都府京都市右京区西院高山寺町"
"261080246000","京都府京都市右京区西院小米町"
"261080247000","京都府京都市右京区西院寿町"
"261080248000","京都府京都市右京区西院三蔵町"
"261080249000","京都府京都市右京区西院四条畑町"
"261080250000","京都府京都市右京区西院清水町"
"261080251000","京都府京都市右京区西院下花田町"
"261080252000","京都府京都市右京区西院春栄町"
"261080253000","京都府京都市右京区西院高田町"
"261080254000","京都府京都市右京区西院巽町"
"261080255000","京都府京都市右京区西院月双町"
"261080256000","京都府京都市右京区西院中水町"
"261080257000","京都府京都市右京区西院西今田町"
"261080258000","京都府京都市右京区西院西貝川町"
"261080259000","京都府京都市右京区西院西寿町"
"261080260000","京都府京都市右京区西院西三蔵町"
"261080261000","京都府京都市右京区西院西淳和院町"
"261080262000","京都府京都市右京区西院西高田町"
"261080263000","京都府京都市右京区西院西田町"
"261080264000","京都府京都市右京区西院西中水町"
"261080265000","京都府京都市右京区西院西平町"
"261080266000","京都府京都市右京区西院西溝崎町"
"261080267000","京都府京都市右京区西院西矢掛町"
"261080268000","京都府京都市右京区西院東今田町"
"261080269000","京都府京都市右京区西院東貝川町"
"261080270000","京都府京都市右京区西院東淳和院町"
"261080271000","京都府京都市右京区西院東中水町"
"261080272000","京都府京都市右京区西院坤町"
"261080273000","京都府京都市右京区西院日照町"
"261080274000","京都府京都市右京区西院平町"
"261080275000","京都府京都市右京区西院松井町"
"261080276000","京都府京都市右京区西院溝崎町"
"261080277000","京都府京都市右京区西院南井御料町"
"261080278000","京都府京都市右京区西院南寿町"
"261080279000","京都府京都市右京区西院南高田町"
"261080280000","京都府京都市右京区西院矢掛町"
"261080281000","京都府京都市右京区西院安塚町"
"261080282000","京都府京都市右京区西院六反田町"
"261080289000","京都府京都市右京区嵯峨大沢落久保町"
"261080290000","京都府京都市右京区嵯峨大沢町"
"261080291000","京都府京都市右京区嵯峨大沢柳井手町"
"261080292000","京都府京都市右京区嵯峨小倉山小倉町"
"261080293000","京都府京都市右京区嵯峨小倉山田淵山町"
"261080294000","京都府京都市右京区嵯峨小倉山町"
"261080295000","京都府京都市右京区嵯峨小倉山堂ノ前町"
"261080296000","京都府京都市右京区嵯峨小倉山緋明神町"
"261080297000","京都府京都市右京区嵯峨小倉山山本町"
"261080300000","京都府京都市右京区嵯峨亀ノ尾町"
"261080301000","京都府京都市右京区嵯峨亀山町"
"261080309000","京都府京都市右京区嵯峨清滝大谷町"
"261080344000","京都府京都市右京区嵯峨釣殿町"
"261080359000","京都府京都市右京区嵯峨鳥居本化野町"
"261080362000","京都府京都市右京区嵯峨鳥居本小坂町"
"261080363000","京都府京都市右京区嵯峨鳥居本仙翁町"
"261080370000","京都府京都市右京区嵯峨中ノ島町"
"261080373000","京都府京都市右京区嵯峨二尊院門前往生院町"
"261080376000","京都府京都市右京区嵯峨二尊院門前長神町"
"261080387000","京都府京都市右京区嵯峨野投淵町"
"261080389000","京都府京都市右京区嵯峨野々宮町"
"261080392000","京都府京都市右京区嵯峨野南浦町"
"261080394000","京都府京都市右京区嵯峨野六反田町"
"261080402000","京都府京都市右京区嵯峨罧原町"
"261080422000","京都府京都市右京区谷口梅津間町"
"261080423000","京都府京都市右京区谷口円成寺町"
"261080424000","京都府京都市右京区谷口垣ノ内町"
"261080425000","京都府京都市右京区谷口唐田ノ内町"
"261080426000","京都府京都市右京区谷口園町"
"261080427000","京都府京都市右京区常盤一ノ井町"
"261080428000","京都府京都市右京区常盤馬塚町"
"261080429000","京都府京都市右京区常盤御池町"
"261080430000","京都府京都市右京区常盤音戸町"
"261080432000","京都府京都市右京区常盤神田町"
"261080433000","京都府京都市右京区常盤北裏町"
"261080434000","京都府京都市右京区常盤草木町"
"261080435000","京都府京都市右京区常盤窪町"
"261080437000","京都府京都市右京区常盤段ノ上町"
"261080438000","京都府京都市右京区常盤出口町"
"261080439000","京都府京都市右京区常盤仲之町"
"261080440000","京都府京都市右京区常盤西町"
"261080441000","京都府京都市右京区常盤東ノ町"
"261080442000","京都府京都市右京区常盤古御所町"
"261080443000","京都府京都市右京区常盤村ノ内町"
"261080444000","京都府京都市右京区常盤森町"
"261080445000","京都府京都市右京区常盤山下町"
"261080446000","京都府京都市右京区鳴滝泉谷町"
"261080447000","京都府京都市右京区鳴滝泉殿町"
"261080449000","京都府京都市右京区鳴滝音戸山町"
"261080450000","京都府京都市右京区鳴滝川西町"
"261080452000","京都府京都市右京区鳴滝桐ケ淵町"
"261080453000","京都府京都市右京区鳴滝嵯峨園町"
"261080459000","京都府京都市右京区鳴滝西嵯峨園町"
"261080460000","京都府京都市右京区鳴滝蓮池町"
"261080461000","京都府京都市右京区鳴滝春木町"
"261080463000","京都府京都市右京区鳴滝藤ノ木町"
"261080464000","京都府京都市右京区鳴滝本町"
"261080466000","京都府京都市右京区鳴滝瑞穂町"
"261080467000","京都府京都市右京区鳴滝安井殿町"
"261080469000","京都府京都市右京区西京極畔勝町"
"261080470000","京都府京都市右京区西京極午塚町"
"261080471000","京都府京都市右京区西京極葛野町"
"261080472000","京都府京都市右京区西京極河原町"
"261080473000","京都府京都市右京区西京極河原町裏町"
"261080474000","京都府京都市右京区西京極北裏町"
"261080475000","京都府京都市右京区西京極北大入町"
"261080476000","京都府京都市右京区西京極北衣手町"
"261080477000","京都府京都市右京区西京極北庄境町"
"261080478000","京都府京都市右京区西京極郡猪馬場町"
"261080479000","京都府京都市右京区西京極郡沢町"
"261080480000","京都府京都市右京区西京極郡醍醐田町"
"261080481000","京都府京都市右京区西京極郡町"
"261080482000","京都府京都市右京区西京極郡附洲町"
"261080483000","京都府京都市右京区西京極三反田町"
"261080485000","京都府京都市右京区西京極下沢町"
"261080486000","京都府京都市右京区西京極新田町"
"261080487000","京都府京都市右京区西京極新明町"
"261080488000","京都府京都市右京区西京極末広町"
"261080489000","京都府京都市右京区西京極大門町"
"261080490000","京都府京都市右京区西京極町ノ坪町"
"261080491000","京都府京都市右京区西京極佃田町"
"261080493000","京都府京都市右京区西京極堤外町"
"261080494000","京都府京都市右京区西京極堤町"
"261080495000","京都府京都市右京区西京極徳大寺団子田町"
"261080496000","京都府京都市右京区西京極徳大寺西団子田町"
"261080497000","京都府京都市右京区西京極殿田町"
"261080498000","京都府京都市右京区西京極中沢町"
"261080499000","京都府京都市右京区西京極中島町"
"261080500000","京都府京都市右京区西京極中町"
"261080501000","京都府京都市右京区西京極長町"
"261080502000","京都府京都市右京区西京極中溝町"
"261080504000","京都府京都市右京区西京極西池田町"
"261080505000","京都府京都市右京区西京極西大丸町"
"261080506000","京都府京都市右京区西京極西川町"
"261080507000","京都府京都市右京区西京極西衣手町"
"261080508000","京都府京都市右京区西京極西団子田町"
"261080509000","京都府京都市右京区西京極西中島町"
"261080510000","京都府京都市右京区西京極西向河原町"
"261080511000","京都府京都市右京区西京極野田町"
"261080512000","京都府京都市右京区西京極走上リ町"
"261080513000","京都府京都市右京区西京極橋詰町"
"261080514000","京都府京都市右京区西京極畑田町"
"261080515000","京都府京都市右京区西京極浜ノ本町"
"261080516000","京都府京都市右京区西京極火打畑町"
"261080517000","京都府京都市右京区西京極東池田町"
"261080518000","京都府京都市右京区西京極東大丸町"
"261080519000","京都府京都市右京区西京極東側町"
"261080520000","京都府京都市右京区西京極東衣手町"
"261080521000","京都府京都市右京区西京極東町"
"261080522000","京都府京都市右京区西京極東中島町"
"261080523000","京都府京都市右京区西京極東向河原町"
"261080524000","京都府京都市右京区西京極古浜町"
"261080526000","京都府京都市右京区西京極豆田町"
"261080527000","京都府京都市右京区西京極南大入町"
"261080528000","京都府京都市右京区西京極南衣手町"
"261080529000","京都府京都市右京区西京極南庄境町"
"261080530000","京都府京都市右京区西京極宮ノ東町"
"261080531000","京都府京都市右京区西京極藪ノ下町"
"261080532000","京都府京都市右京区西京極藪開町"
"261080533000","京都府京都市右京区花園一条田町"
"261080534000","京都府京都市右京区花園猪ノ毛町"
"261080535000","京都府京都市右京区花園伊町"
"261080536000","京都府京都市右京区花園内畑町"
"261080537000","京都府京都市右京区花園円成寺町"
"261080538000","京都府京都市右京区花園扇野町"
"261080539000","京都府京都市右京区花園大藪町"
"261080540000","京都府京都市右京区花園岡ノ本町"
"261080541000","京都府京都市右京区花園春日町"
"261080542000","京都府京都市右京区花園木辻北町"
"261080543000","京都府京都市右京区花園木辻南町"
"261080544000","京都府京都市右京区花園車道町"
"261080545000","京都府京都市右京区花園坤南町"
"261080546000","京都府京都市右京区花園艮北町"
"261080547000","京都府京都市右京区花園巽南町"
"261080548000","京都府京都市右京区花園鷹司町"
"261080549000","京都府京都市右京区花園段ノ岡町"
"261080550000","京都府京都市右京区花園土堂町"
"261080551000","京都府京都市右京区花園寺ノ内町"
"261080552000","京都府京都市右京区花園寺ノ中町"
"261080553000","京都府京都市右京区花園寺ノ前町"
"261080554000","京都府京都市右京区花園天授ケ岡町"
"261080555000","京都府京都市右京区花園中御門町"
"261080556000","京都府京都市右京区花園馬代町"
"261080557000","京都府京都市右京区花園宮ノ上町"
"261080558000","京都府京都市右京区花園妙心寺町"
"261080559000","京都府京都市右京区花園八ツ口町"
"261080560000","京都府京都市右京区花園藪ノ下町"
"261080562000","京都府京都市右京区山越巽町"
"261080566000","京都府京都市右京区山ノ内荒木町"
"261080567000","京都府京都市右京区山ノ内池尻町"
"261080568000","京都府京都市右京区山ノ内大町"
"261080569000","京都府京都市右京区山ノ内北ノ口町"
"261080570000","京都府京都市右京区山ノ内五反田町"
"261080571000","京都府京都市右京区山ノ内赤山町"
"261080572000","京都府京都市右京区山ノ内瀬戸畑町"
"261080573000","京都府京都市右京区山ノ内苗町"
"261080574000","京都府京都市右京区山ノ内中畑町"
"261080575000","京都府京都市右京区山ノ内西裏町"
"261080576000","京都府京都市右京区山ノ内西八反田町"
"261080577000","京都府京都市右京区山ノ内御堂殿町"
"261080578000","京都府京都市右京区山ノ内宮前町"
"261080579000","京都府京都市右京区山ノ内宮脇町"
"261080580000","京都府京都市右京区山ノ内山ノ下町"
"261080581000","京都府京都市右京区山ノ内養老町"
"261080582000","京都府京都市右京区龍安寺池ノ下町"
"261080583000","京都府京都市右京区龍安寺衣笠下町"
"261080584000","京都府京都市右京区龍安寺五反田町"
"261080585000","京都府京都市右京区龍安寺御陵ノ下町"
"261080586000","京都府京都市右京区龍安寺斎宮町"
"261080587000","京都府京都市右京区龍安寺朱山"
"261080588000","京都府京都市右京区龍安寺住吉町"
"261080589000","京都府京都市右京区龍安寺玉津芝町"
"261080590000","京都府京都市右京区龍安寺塔ノ下町"
"261080591000","京都府京都市右京区龍安寺西ノ川町"
"261080592000","京都府京都市右京区龍安寺山田町"
"261090013000","京都府京都市伏見区稲荷山官有地"
"261090074000","京都府京都市伏見区久我西出町"
"261090076000","京都府京都市伏見区久我森の宮町"
"261090090000","京都府京都市伏見区下鳥羽上向島町"
"261090095000","京都府京都市伏見区下鳥羽下向島町"
"261090101000","京都府京都市伏見区下鳥羽中三町"
"261090102000","京都府京都市伏見区下鳥羽中向島町"
"261090109000","京都府京都市伏見区下鳥羽前田町"
"261090111000","京都府京都市伏見区下鳥羽南三町"
"261090112000","京都府京都市伏見区下鳥羽南町前町"
"261090197000","京都府京都市伏見区竹田青池町"
"261090205000","京都府京都市伏見区竹田田中殿町"
"261090215000","京都府京都市伏見区竹田西小屋ノ内町"
"261090223000","京都府京都市伏見区竹田向代町川町"
"261090240000","京都府京都市伏見区中島秋ノ山町"
"261090241000","京都府京都市伏見区中島河原田町"
"261090243000","京都府京都市伏見区中島御所ノ内町"
"261090247000","京都府京都市伏見区中島樋ノ上町"
"261090249000","京都府京都市伏見区中島前山町"
"261090251000","京都府京都市伏見区中島流作町"
"261090275000","京都府京都市伏見区納所町"
"261090276000","京都府京都市伏見区納所外島"
"261090320000","京都府京都市伏見区深草相深町"
"261090326000","京都府京都市伏見区深草一ノ坪町"
"261090327000","京都府京都市伏見区深草稲荷榎木橋町"
"261090328000","京都府京都市伏見区深草稲荷御前町"
"261090329000","京都府京都市伏見区深草稲荷鳥居前町"
"261090330000","京都府京都市伏見区深草稲荷中之町"
"261090331000","京都府京都市伏見区深草今在家町"
"261090337000","京都府京都市伏見区深草大亀谷大谷町"
"261090341000","京都府京都市伏見区深草大亀谷五郎太町"
"261090347000","京都府京都市伏見区深草大亀谷東久宝寺町"
"261090348000","京都府京都市伏見区深草大亀谷東寺町"
"261090350000","京都府京都市伏見区深草大亀谷古御香町"
"261090351000","京都府京都市伏見区深草大亀谷万帖敷町"
"261090353000","京都府京都市伏見区深草大亀谷六躰町"
"261090355000","京都府京都市伏見区深草ヲカヤ町"
"261090356000","京都府京都市伏見区深草開土口町"
"261090357000","京都府京都市伏見区深草開土町"
"261090360000","京都府京都市伏見区深草上横縄町"
"261090363000","京都府京都市伏見区深草瓦町"
"261090364000","京都府京都市伏見区深草願成町"
"261090365000","京都府京都市伏見区深草勧進橋町"
"261090372000","京都府京都市伏見区深草車阪町"
"261090373000","京都府京都市伏見区深草ケナサ町"
"261090380000","京都府京都市伏見区深草笹山町"
"261090384000","京都府京都市伏見区深草下高松町"
"261090385000","京都府京都市伏見区深草下横縄町"
"261090387000","京都府京都市伏見区深草正覚町"
"261090389000","京都府京都市伏見区深草真宗院山町"
"261090392008","京都府京都市伏見区深草直違橋八丁目"
"261090392010","京都府京都市伏見区深草直違橋十丁目"
"261090392011","京都府京都市伏見区深草直違橋十一丁目"
"261090396000","京都府京都市伏見区深草鈴塚町"
"261090397000","京都府京都市伏見区深草スゝハキ町"
"261090400000","京都府京都市伏見区深草石峰寺山町"
"261090404000","京都府京都市伏見区深草僧坊町"
"261090407000","京都府京都市伏見区深草谷口町"
"261090416000","京都府京都市伏見区深草中川原町"
"261090420000","京都府京都市伏見区深草南明町"
"261090423000","京都府京都市伏見区深草西川原町"
"261090426000","京都府京都市伏見区深草西出山町"
"261090429000","京都府京都市伏見区深草秡川町"
"261090430000","京都府京都市伏見区深草東瓦町"
"261090432000","京都府京都市伏見区深草平田町"
"261090433000","京都府京都市伏見区深草フケノ内町"
"261090435000","京都府京都市伏見区深草藤田坪町"
"261090439000","京都府京都市伏見区深草坊町"
"261090440000","京都府京都市伏見区深草宝塔寺山町"
"261090443000","京都府京都市伏見区深草本寺山町"
"261090445000","京都府京都市伏見区深草宮谷町"
"261090449000","京都府京都市伏見区深草森吉町"
"261090450000","京都府京都市伏見区深草藪之内町"
"261090454000","京都府京都市伏見区深草六反田町"
"261090503000","京都府京都市伏見区向島柳島"
"261090517000","京都府京都市伏見区桃山町大蔵"
"261090523000","京都府京都市伏見区桃山町島津"
"261090524000","京都府京都市伏見区桃山町下野"
"261090533000","京都府京都市伏見区桃山町永井久太郎"
"261090544000","京都府京都市伏見区桃山町正宗"
"261090556000","京都府京都市伏見区桃山長岡越中東町"
"261090561000","京都府京都市伏見区桃山福島太夫北町"
"261090563000","京都府京都市伏見区桃山福島太夫南町"
"261090577000","京都府京都市伏見区横大路上ノ浜町"
"261090580000","京都府京都市伏見区横大路草津町"
"261090585000","京都府京都市伏見区横大路下島"
"261090602000","京都府京都市伏見区横大路富ノ森町"
"261090603000","京都府京都市伏見区横大路中ノ島町"
"261090610000","京都府京都市伏見区横大路前川町"
"261090617000","京都府京都市伏見区横大路南島"
"261090633000","京都府京都市伏見区淀水垂町"
"261100088000","京都府京都市山科区上花山旭山町"
"261100095000","京都府京都市山科区川田梅ケ谷町"
"261100269000","京都府京都市山科区日ノ岡一切経谷町"
"261110001000","京都府京都市西京区嵐山朝月町"
"261110002000","京都府京都市西京区嵐山内田町"
"261110004000","京都府京都市西京区嵐山上河原町"
"261110005000","京都府京都市西京区嵐山北松尾山"
"261110006000","京都府京都市西京区嵐山元録山町"
"261110007000","京都府京都市西京区嵐山虚空蔵山町"
"261110010000","京都府京都市西京区嵐山中尾下町"
"261110013000","京都府京都市西京区嵐山東海道町"
"261110014000","京都府京都市西京区嵐山樋ノ上町"
"261110015000","京都府京都市西京区嵐山風呂ノ橋町"
"261110016000","京都府京都市西京区嵐山宮町"
"261110017000","京都府京都市西京区嵐山宮ノ北町"
"261110018000","京都府京都市西京区嵐山宮ノ前町"
"261110019000","京都府京都市西京区嵐山森ノ前町"
"261110021000","京都府京都市西京区嵐山山田町"
"261110022000","京都府京都市西京区嵐山山ノ下町"
"261110024000","京都府京都市西京区牛ケ瀬葭ノ本"
"261110026000","京都府京都市西京区牛ケ瀬川原口町"
"261110027000","京都府京都市西京区牛ケ瀬新開"
"261110028000","京都府京都市西京区牛ケ瀬新田泓町"
"261110029000","京都府京都市西京区牛ケ瀬高刎町"
"261110032000","京都府京都市西京区牛ケ瀬林ノ本町"
"261110033000","京都府京都市西京区牛ケ瀬的場"
